sa,geo,year,naics_sector,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,Business Applications,Business Applications from Corporations,Business Formations within Eight Quarters,Business Formations within Four Quarters,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages
A,AL,2020,Total for All NAICS,,,59961.0,3269.0,,,16401.0
A,AL,2021,Total for All NAICS,,,75358.0,3562.0,,,20814.0
A,AR,2005,Total for All NAICS,,,19260.0,5958.0,3888.0,3556.0,10789.0
A,AR,2006,Total for All NAICS,,,20436.0,6164.0,3736.0,3357.0,11384.0
A,AR,2007,Total for All NAICS,,,19844.0,5756.0,3477.0,3167.0,10893.0
A,AR,2008,Total for All NAICS,,,18478.0,4317.0,2786.0,2530.0,9136.0
A,AR,2009,Total for All NAICS,,,18092.0,3874.0,2570.0,2301.0,8568.0
A,AR,2010,Total for All NAICS,,,18011.0,3456.0,2577.0,2279.0,8247.0
A,AR,2011,Total for All NAICS,,,18147.0,3250.0,2562.0,2263.0,8344.0
A,AR,2012,Total for All NAICS,,,18070.0,3037.0,2540.0,2265.0,8037.0
A,AR,2013,Total for All NAICS,,,17650.0,2866.0,2508.0,2240.0,7804.0
A,AR,2014,Total for All NAICS,,,18260.0,2758.0,2536.0,2188.0,7949.0
A,AR,2015,Total for All NAICS,,,19268.0,2661.0,2630.0,2286.0,7947.0
A,AR,2016,Total for All NAICS,,,20658.0,2430.0,2568.0,2196.0,8262.0
A,AR,2017,Total for All NAICS,,,23298.0,2605.0,2682.0,2280.0,8721.0
A,AR,2018,Total for All NAICS,,,25856.0,2603.0,,2314.0,8986.0
A,AR,2019,Total for All NAICS,,,25544.0,2513.0,,,8869.0
A,AR,2020,Total for All NAICS,,,32610.0,2505.0,,,10526.0
A,AR,2021,Total for All NAICS,,,41569.0,2724.0,,,13095.0
A,AZ,2005,Total for All NAICS,,,57238.0,14022.0,11549.0,10042.0,29674.0
A,AZ,2006,Total for All NAICS,,,63287.0,15452.0,10933.0,9514.0,33016.0
A,AZ,2007,Total for All NAICS,,,65120.0,13803.0,9386.0,8187.0,32307.0
A,AZ,2008,Total for All NAICS,,,62162.0,8215.0,6923.0,5939.0,24372.0
A,AZ,2009,Total for All NAICS,,,58679.0,7094.0,6287.0,5293.0,21852.0
A,AZ,2010,Total for All NAICS,,,58445.0,6298.0,6355.0,5369.0,21355.0
A,AZ,2011,Total for All NAICS,,,58289.0,5542.0,6153.0,5110.0,20803.0
A,AZ,2012,Total for All NAICS,,,55708.0,5013.0,5949.0,5003.0,19655.0
A,AZ,2013,Total for All NAICS,,,55948.0,4953.0,6089.0,5065.0,19980.0
A,AZ,2014,Total for All NAICS,,,55812.0,4908.0,6129.0,5025.0,19642.0
A,AZ,2015,Total for All NAICS,,,57721.0,4670.0,6346.0,5131.0,19785.0
A,AZ,2016,Total for All NAICS,,,61938.0,4508.0,6521.0,5251.0,20560.0
A,AZ,2017,Total for All NAICS,,,68148.0,4739.0,6832.0,5444.0,21581.0
A,AZ,2018,Total for All NAICS,,,74005.0,4681.0,,5425.0,22106.0
A,AZ,2019,Total for All NAICS,,,76738.0,4919.0,,,23885.0
A,AZ,2020,Total for All NAICS,,,89670.0,5008.0,,,26627.0
A,AZ,2021,Total for All NAICS,,,113421.0,6242.0,,,34236.0
A,CA,2005,Total for All NAICS,,,274214.0,105637.0,65164.0,57416.0,169817.0
A,CA,2006,Total for All NAICS,,,287192.0,108153.0,60296.0,53025.0,175927.0
A,CA,2007,Total for All NAICS,,,288549.0,108308.0,54665.0,48307.0,174220.0
A,CA,2008,Total for All NAICS,,,267013.0,93568.0,45774.0,39924.0,148537.0
A,CA,2009,Total for All NAICS,,,251359.0,84000.0,41635.0,35479.0,134528.0
A,CA,2010,Total for All NAICS,,,258690.0,79302.0,42037.0,35833.0,131912.0
A,CA,2011,Total for All NAICS,,,272650.0,80676.0,44170.0,37559.0,138657.0
A,CA,2012,Total for All NAICS,,,270846.0,81620.0,44571.0,37880.0,138504.0
A,CA,2013,Total for All NAICS,,,280677.0,88237.0,47397.0,39847.0,145103.0
A,CA,2014,Total for All NAICS,,,290439.0,93222.0,47391.0,39255.0,147644.0
A,CA,2015,Total for All NAICS,,,306717.0,100676.0,50185.0,41564.0,156787.0
A,CA,2016,Total for All NAICS,,,315367.0,101282.0,49500.0,40669.0,157372.0
A,CA,2017,Total for All NAICS,,,328224.0,104158.0,49630.0,40517.0,159950.0
A,CA,2018,Total for All NAICS,,,367014.0,114419.0,,44943.0,176010.0
A,CA,2019,Total for All NAICS,,,368230.0,110145.0,,,171477.0
A,CA,2020,Total for All NAICS,,,440258.0,118150.0,,,188931.0
A,CA,2021,Total for All NAICS,,,520421.0,131475.0,,,219165.0
A,CO,2005,Total for All NAICS,,,56135.0,18556.0,11441.0,10059.0,32411.0
A,CO,2006,Total for All NAICS,,,59414.0,19424.0,10861.0,9572.0,34806.0
A,CO,2007,Total for All NAICS,,,61420.0,18065.0,9983.0,8808.0,33692.0
A,CO,2008,Total for All NAICS,,,59187.0,12965.0,8161.0,7174.0,26564.0
A,CO,2009,Total for All NAICS,,,59301.0,12066.0,7953.0,6880.0,26192.0
A,CO,2010,Total for All NAICS,,,61793.0,11250.0,7540.0,6365.0,26513.0
A,CO,2011,Total for All NAICS,,,59845.0,9962.0,7291.0,6163.0,25129.0
A,CO,2012,Total for All NAICS,,,61152.0,9719.0,7477.0,6419.0,25118.0
A,CO,2013,Total for All NAICS,,,63970.0,9311.0,7785.0,6489.0,25622.0
A,CO,2014,Total for All NAICS,,,68895.0,9991.0,8393.0,6949.0,27347.0
A,CO,2015,Total for All NAICS,,,72256.0,10655.0,8655.0,7048.0,28990.0
A,CO,2016,Total for All NAICS,,,75491.0,9950.0,8491.0,6805.0,28936.0
A,CO,2017,Total for All NAICS,,,80725.0,10551.0,8554.0,6871.0,30424.0
A,CO,2018,Total for All NAICS,,,88297.0,10908.0,,7247.0,32325.0
A,CO,2019,Total for All NAICS,,,86786.0,10439.0,,,31396.0
A,CO,2020,Total for All NAICS,,,93533.0,10918.0,,,32527.0
A,CO,2021,Total for All NAICS,,,111347.0,12962.0,,,38653.0
A,CT,2005,Total for All NAICS,,,28608.0,3274.0,4281.0,3778.0,12736.0
A,CT,2006,Total for All NAICS,,,30778.0,3714.0,4054.0,3513.0,13324.0
A,CT,2007,Total for All NAICS,,,30031.0,3702.0,3602.0,3137.0,12787.0
A,CT,2008,Total for All NAICS,,,27934.0,2741.0,2968.0,2571.0,10526.0
A,CT,2009,Total for All NAICS,,,26114.0,2508.0,2800.0,2393.0,9640.0
A,CT,2010,Total for All NAICS,,,26426.0,2670.0,2908.0,2484.0,9920.0
A,CT,2011,Total for All NAICS,,,26201.0,2429.0,2940.0,2528.0,9843.0
A,CT,2012,Total for All NAICS,,,27054.0,2555.0,2915.0,2511.0,9969.0
A,CT,2013,Total for All NAICS,,,26297.0,2497.0,2837.0,2388.0,9517.0
A,CT,2014,Total for All NAICS,,,26304.0,2540.0,2765.0,2258.0,9506.0
A,CT,2015,Total for All NAICS,,,26383.0,2311.0,2845.0,2384.0,9500.0
A,CT,2016,Total for All NAICS,,,27905.0,2190.0,2622.0,2148.0,9310.0
A,CT,2017,Total for All NAICS,,,30256.0,2338.0,2735.0,2250.0,9474.0
A,CT,2018,Total for All NAICS,,,34111.0,2468.0,,2392.0,10078.0
A,CT,2019,Total for All NAICS,,,32871.0,2580.0,,,10253.0
A,CT,2020,Total for All NAICS,,,37477.0,2433.0,,,10572.0
A,CT,2021,Total for All NAICS,,,47336.0,3047.0,,,13470.0
A,DC,2005,Total for All NAICS,,,7346.0,1558.0,,672.0,3478.0
A,DC,2006,Total for All NAICS,,,7997.0,1740.0,,671.0,3818.0
A,DC,2007,Total for All NAICS,,,7893.0,1625.0,,568.0,3597.0
A,DC,2008,Total for All NAICS,,,7969.0,1383.0,,533.0,3244.0
A,DC,2009,Total for All NAICS,,,7731.0,1354.0,,565.0,3169.0
A,DC,2010,Total for All NAICS,,,7986.0,1181.0,,520.0,3146.0
A,DC,2011,Total for All NAICS,,,8517.0,1165.0,,489.0,3251.0
A,DC,2012,Total for All NAICS,,,8482.0,1188.0,,537.0,3277.0
A,DC,2013,Total for All NAICS,,,8568.0,1182.0,,554.0,3190.0
A,DC,2014,Total for All NAICS,,,9262.0,1199.0,,549.0,3165.0
A,DC,2015,Total for All NAICS,,,10058.0,1293.0,,575.0,3408.0
A,DC,2016,Total for All NAICS,,,9889.0,1126.0,,575.0,3345.0
A,DC,2017,Total for All NAICS,,,10716.0,1243.0,,700.0,3585.0
A,DC,2018,Total for All NAICS,,,11930.0,1250.0,,566.0,3663.0
A,DC,2019,Total for All NAICS,,,12341.0,1205.0,,,3631.0
A,DC,2020,Total for All NAICS,,,14661.0,1170.0,,,3879.0
A,DC,2021,Total for All NAICS,,,16873.0,1223.0,,,4709.0
A,DE,2005,Total for All NAICS,,,11424.0,4029.0,1508.0,1290.0,6426.0
A,DE,2006,Total for All NAICS,,,11678.0,3915.0,1368.0,1180.0,6337.0
A,DE,2007,Total for All NAICS,,,13323.0,4043.0,,1239.0,6616.0
A,DE,2008,Total for All NAICS,,,13244.0,3299.0,,984.0,5508.0
A,DE,2009,Total for All NAICS,,,12850.0,3154.0,,874.0,5129.0
A,DE,2010,Total for All NAICS,,,13122.0,3257.0,1131.0,939.0,5445.0
A,DE,2011,Total for All NAICS,,,14721.0,3232.0,,990.0,5742.0
A,DE,2012,Total for All NAICS,,,15590.0,3496.0,,1021.0,5853.0
A,DE,2013,Total for All NAICS,,,15776.0,3849.0,,976.0,6201.0
A,DE,2014,Total for All NAICS,,,16716.0,4098.0,1282.0,1013.0,6547.0
A,DE,2015,Total for All NAICS,,,17152.0,3991.0,1360.0,1084.0,6554.0
A,DE,2016,Total for All NAICS,,,19767.0,4343.0,1425.0,1126.0,7046.0
A,DE,2017,Total for All NAICS,,,23203.0,4523.0,1460.0,1148.0,7390.0
A,DE,2018,Total for All NAICS,,,26397.0,4632.0,,1140.0,7752.0
A,DE,2019,Total for All NAICS,,,25971.0,5137.0,,,8486.0
A,DE,2020,Total for All NAICS,,,31053.0,5956.0,,,9966.0
A,DE,2021,Total for All NAICS,,,44774.0,8676.0,,,14119.0
A,FL,2005,Total for All NAICS,,,283938.0,158067.0,44426.0,37294.0,200411.0
A,FL,2006,Total for All NAICS,,,290193.0,160267.0,38484.0,32174.0,204530.0
A,FL,2007,Total for All NAICS,,,280923.0,142664.0,32745.0,27687.0,187482.0
A,FL,2008,Total for All NAICS,,,253798.0,110104.0,27004.0,22232.0,149804.0
A,FL,2009,Total for All NAICS,,,246309.0,102689.0,26928.0,21852.0,142124.0
A,FL,2010,Total for All NAICS,,,255052.0,101585.0,27424.0,22236.0,142760.0
A,FL,2011,Total for All NAICS,,,270396.0,103476.0,27925.0,22674.0,149463.0
A,FL,2012,Total for All NAICS,,,272022.0,98299.0,27442.0,22291.0,144486.0
A,FL,2013,Total for All NAICS,,,282089.0,96103.0,28876.0,23137.0,145301.0
A,FL,2014,Total for All NAICS,,,296470.0,95428.0,29849.0,23763.0,149771.0
A,FL,2015,Total for All NAICS,,,321099.0,97927.0,30830.0,24538.0,156510.0
A,FL,2016,Total for All NAICS,,,343064.0,96304.0,30722.0,24130.0,158755.0
A,FL,2017,Total for All NAICS,,,361253.0,95724.0,31035.0,24224.0,161223.0
A,FL,2018,Total for All NAICS,,,395241.0,98769.0,,25192.0,170289.0
A,FL,2019,Total for All NAICS,,,394181.0,92054.0,,,163057.0
A,FL,2020,Total for All NAICS,,,502467.0,95145.0,,,186733.0
A,FL,2021,Total for All NAICS,,,636775.0,104945.0,,,224619.0
A,GA,2005,Total for All NAICS,,,97978.0,32478.0,16070.0,14026.0,56097.0
A,GA,2006,Total for All NAICS,,,110034.0,36291.0,15650.0,13698.0,62023.0
A,GA,2007,Total for All NAICS,,,115878.0,36349.0,13874.0,12227.0,62268.0
A,GA,2008,Total for All NAICS,,,110934.0,26980.0,10937.0,9504.0,49994.0
A,GA,2009,Total for All NAICS,,,108464.0,24443.0,9981.0,8461.0,46951.0
A,GA,2010,Total for All NAICS,,,109104.0,21825.0,10073.0,8597.0,45368.0
A,GA,2011,Total for All NAICS,,,111377.0,20437.0,9929.0,8415.0,45924.0
A,GA,2012,Total for All NAICS,,,111596.0,18622.0,9884.0,8359.0,43857.0
A,GA,2013,Total for All NAICS,,,107872.0,16738.0,9956.0,8377.0,41469.0
A,GA,2014,Total for All NAICS,,,114613.0,17833.0,10476.0,8627.0,42930.0
A,GA,2015,Total for All NAICS,,,122561.0,17312.0,10646.0,8759.0,44545.0
A,GA,2016,Total for All NAICS,,,133917.0,17459.0,10703.0,8821.0,46295.0
A,GA,2017,Total for All NAICS,,,145474.0,17778.0,10954.0,8833.0,48022.0
A,GA,2018,Total for All NAICS,,,161189.0,18224.0,,9297.0,51255.0
A,GA,2019,Total for All NAICS,,,172747.0,17980.0,,,53161.0
A,GA,2020,Total for All NAICS,,,273727.0,20305.0,,,74403.0
A,GA,2021,Total for All NAICS,,,326548.0,21067.0,,,88533.0
A,HI,2005,Total for All NAICS,,,9666.0,2976.0,,1442.0,5272.0
A,HI,2006,Total for All NAICS,,,10592.0,3192.0,,1395.0,5789.0
A,HI,2007,Total for All NAICS,,,10911.0,2959.0,,1236.0,5679.0
A,HI,2008,Total for All NAICS,,,10848.0,2406.0,,1001.0,4989.0
A,HI,2009,Total for All NAICS,,,9787.0,2033.0,,873.0,4283.0
A,HI,2010,Total for All NAICS,,,10103.0,1957.0,,823.0,4338.0
A,HI,2011,Total for All NAICS,,,10749.0,1821.0,1025.0,825.0,4592.0
A,HI,2012,Total for All NAICS,,,11036.0,1717.0,,824.0,4438.0
A,HI,2013,Total for All NAICS,,,10971.0,1536.0,1046.0,847.0,4368.0
A,HI,2014,Total for All NAICS,,,11097.0,1582.0,,848.0,4263.0
A,HI,2015,Total for All NAICS,,,11840.0,1521.0,1084.0,849.0,4447.0
A,HI,2016,Total for All NAICS,,,12009.0,1551.0,,866.0,4436.0
A,HI,2017,Total for All NAICS,,,12753.0,1760.0,,879.0,4636.0
A,HI,2018,Total for All NAICS,,,15448.0,1655.0,,902.0,4727.0
A,HI,2019,Total for All NAICS,,,14540.0,1576.0,,,4721.0
A,HI,2020,Total for All NAICS,,,15684.0,1446.0,,,4914.0
A,HI,2021,Total for All NAICS,,,19199.0,1609.0,,,6231.0
A,IA,2005,Total for All NAICS,,,18043.0,4725.0,4043.0,3702.0,9931.0
A,IA,2006,Total for All NAICS,,,18776.0,4778.0,3531.0,3198.0,10276.0
A,IA,2007,Total for All NAICS,,,18584.0,4104.0,,2988.0,9857.0
A,IA,2008,Total for All NAICS,,,17733.0,3320.0,2851.0,2607.0,8341.0
A,IA,2009,Total for All NAICS,,,17249.0,3067.0,2595.0,2320.0,7677.0
A,IA,2010,Total for All NAICS,,,18001.0,2839.0,2646.0,2339.0,7628.0
A,IA,2011,Total for All NAICS,,,18466.0,2658.0,2566.0,2268.0,7778.0
A,IA,2012,Total for All NAICS,,,18413.0,2595.0,2559.0,2251.0,7448.0
A,IA,2013,Total for All NAICS,,,18031.0,2427.0,2490.0,2165.0,7311.0
A,IA,2014,Total for All NAICS,,,17732.0,2209.0,2411.0,2102.0,6777.0
A,IA,2015,Total for All NAICS,,,18862.0,2413.0,2627.0,2239.0,7376.0
A,IA,2016,Total for All NAICS,,,20058.0,2306.0,2628.0,2201.0,7524.0
A,IA,2017,Total for All NAICS,,,22752.0,2370.0,2814.0,2422.0,7711.0
A,IA,2018,Total for All NAICS,,,24497.0,2251.0,,2375.0,7993.0
A,IA,2019,Total for All NAICS,,,22044.0,1881.0,,,7186.0
A,IA,2020,Total for All NAICS,,,24008.0,1727.0,,,7540.0
A,IA,2021,Total for All NAICS,,,29634.0,2074.0,,,9334.0
A,ID,2005,Total for All NAICS,,,15207.0,3848.0,4067.0,3693.0,8281.0
A,ID,2006,Total for All NAICS,,,17134.0,4316.0,3954.0,3596.0,9183.0
A,ID,2007,Total for All NAICS,,,16823.0,3597.0,3197.0,2941.0,8411.0
A,ID,2008,Total for All NAICS,,,14588.0,2578.0,2287.0,2027.0,6505.0
A,ID,2009,Total for All NAICS,,,12933.0,2119.0,1908.0,1677.0,5563.0
A,ID,2010,Total for All NAICS,,,12902.0,1730.0,1869.0,1628.0,5358.0
A,ID,2011,Total for All NAICS,,,13318.0,1529.0,1928.0,1643.0,5411.0
A,ID,2012,Total for All NAICS,,,13373.0,1698.0,1861.0,1614.0,5474.0
A,ID,2013,Total for All NAICS,,,13373.0,1584.0,2072.0,1800.0,5556.0
A,ID,2014,Total for All NAICS,,,13690.0,1476.0,2110.0,1813.0,5553.0
A,ID,2015,Total for All NAICS,,,14918.0,1484.0,2312.0,1965.0,5906.0
A,ID,2016,Total for All NAICS,,,17467.0,1482.0,2549.0,2089.0,6540.0
A,ID,2017,Total for All NAICS,,,17951.0,1532.0,2738.0,2277.0,6633.0
A,ID,2018,Total for All NAICS,,,22777.0,1597.0,,2572.0,7652.0
A,ID,2019,Total for All NAICS,,,21609.0,1582.0,,,7564.0
A,ID,2020,Total for All NAICS,,,22129.0,1502.0,,,7834.0
A,ID,2021,Total for All NAICS,,,28459.0,1873.0,,,9861.0
A,IL,2005,Total for All NAICS,,,96039.0,43935.0,18095.0,15607.0,61485.0
A,IL,2006,Total for All NAICS,,,98428.0,44179.0,17024.0,14671.0,62805.0
A,IL,2007,Total for All NAICS,,,100413.0,43485.0,15884.0,13821.0,62309.0
A,IL,2008,Total for All NAICS,,,104714.0,41877.0,14039.0,12073.0,58215.0
A,IL,2009,Total for All NAICS,,,96800.0,38430.0,13230.0,11090.0,53994.0
A,IL,2010,Total for All NAICS,,,99366.0,38167.0,13421.0,11261.0,54391.0
A,IL,2011,Total for All NAICS,,,100234.0,38763.0,13327.0,11228.0,55305.0
A,IL,2012,Total for All NAICS,,,96550.0,38215.0,13297.0,11259.0,53789.0
A,IL,2013,Total for All NAICS,,,95995.0,37597.0,13163.0,10915.0,53001.0
A,IL,2014,Total for All NAICS,,,97365.0,38912.0,13079.0,10747.0,53601.0
A,IL,2015,Total for All NAICS,,,99466.0,39077.0,13161.0,10888.0,54410.0
A,IL,2016,Total for All NAICS,,,100849.0,37834.0,12701.0,10391.0,53240.0
A,IL,2017,Total for All NAICS,,,104805.0,38472.0,12467.0,10013.0,53822.0
A,IL,2018,Total for All NAICS,,,117044.0,35331.0,,10286.0,54142.0
A,IL,2019,Total for All NAICS,,,118111.0,31451.0,,,51585.0
A,IL,2020,Total for All NAICS,,,173342.0,32687.0,,,65154.0
A,IL,2021,Total for All NAICS,,,197621.0,34504.0,,,71398.0
A,IN,2005,Total for All NAICS,,,38139.0,11417.0,7712.0,6952.0,21544.0
A,IN,2006,Total for All NAICS,,,39356.0,11851.0,7313.0,6569.0,22273.0
A,IN,2007,Total for All NAICS,,,40405.0,11183.0,6669.0,6027.0,21918.0
A,IN,2008,Total for All NAICS,,,42773.0,8865.0,5283.0,4640.0,18677.0
A,IN,2009,Total for All NAICS,,,49351.0,8240.0,4868.0,4232.0,18921.0
A,IN,2010,Total for All NAICS,,,45425.0,8336.0,4901.0,4249.0,18568.0
A,IN,2011,Total for All NAICS,,,45126.0,7783.0,4986.0,4299.0,18277.0
A,IN,2012,Total for All NAICS,,,44409.0,7007.0,5021.0,4349.0,17377.0
A,IN,2013,Total for All NAICS,,,42947.0,6500.0,4874.0,4111.0,16957.0
A,IN,2014,Total for All NAICS,,,42111.0,6256.0,4710.0,3971.0,16317.0
A,IN,2015,Total for All NAICS,,,43857.0,6120.0,4977.0,4221.0,16599.0
A,IN,2016,Total for All NAICS,,,45130.0,5730.0,4945.0,4095.0,16709.0
A,IN,2017,Total for All NAICS,,,48371.0,5820.0,5027.0,4157.0,17268.0
A,IN,2018,Total for All NAICS,,,52449.0,5828.0,,4190.0,17820.0
A,IN,2019,Total for All NAICS,,,54166.0,5613.0,,,18422.0
A,IN,2020,Total for All NAICS,,,69441.0,5759.0,,,21470.0
A,IN,2021,Total for All NAICS,,,87042.0,6482.0,,,26458.0
A,KS,2005,Total for All NAICS,,,19014.0,4718.0,4188.0,3814.0,10312.0
A,KS,2006,Total for All NAICS,,,19637.0,4636.0,3736.0,3401.0,10602.0
A,KS,2007,Total for All NAICS,,,19079.0,4273.0,3464.0,3115.0,10051.0
A,KS,2008,Total for All NAICS,,,18295.0,3181.0,2962.0,2693.0,8288.0
A,KS,2009,Total for All NAICS,,,18570.0,3041.0,,2429.0,8286.0
A,KS,2010,Total for All NAICS,,,19030.0,2803.0,2726.0,2418.0,8119.0
A,KS,2011,Total for All NAICS,,,19749.0,2656.0,2779.0,2430.0,8259.0
A,KS,2012,Total for All NAICS,,,19669.0,2359.0,2651.0,2324.0,7923.0
A,KS,2013,Total for All NAICS,,,19478.0,2253.0,2719.0,2393.0,7980.0
A,KS,2014,Total for All NAICS,,,18837.0,2201.0,2671.0,2300.0,7816.0
A,KS,2015,Total for All NAICS,,,20397.0,2028.0,2822.0,2472.0,7921.0
A,KS,2016,Total for All NAICS,,,21368.0,1929.0,2676.0,2287.0,8153.0
A,KS,2017,Total for All NAICS,,,21937.0,1851.0,2562.0,2178.0,7780.0
A,KS,2018,Total for All NAICS,,,24483.0,1903.0,,2350.0,8201.0
A,KS,2019,Total for All NAICS,,,22518.0,1871.0,,,8128.0
A,KS,2020,Total for All NAICS,,,24528.0,1894.0,,,8451.0
A,KS,2021,Total for All NAICS,,,30437.0,2187.0,,,10433.0
A,KY,2005,Total for All NAICS,,,25592.0,5642.0,4797.0,4310.0,12739.0
A,KY,2006,Total for All NAICS,,,25936.0,6129.0,4464.0,4023.0,13189.0
A,KY,2007,Total for All NAICS,,,25132.0,5369.0,4074.0,3665.0,12530.0
A,KY,2008,Total for All NAICS,,,24760.0,4087.0,3409.0,3078.0,10856.0
A,KY,2009,Total for All NAICS,,,23645.0,3614.0,3301.0,2965.0,10036.0
A,KY,2010,Total for All NAICS,,,24914.0,3341.0,3355.0,2949.0,10184.0
A,KY,2011,Total for All NAICS,,,25041.0,3093.0,3301.0,2917.0,10553.0
A,KY,2012,Total for All NAICS,,,25193.0,2856.0,3318.0,2900.0,10130.0
A,KY,2013,Total for All NAICS,,,25193.0,2828.0,3479.0,3067.0,10177.0
A,KY,2014,Total for All NAICS,,,24937.0,2638.0,3105.0,2687.0,9641.0
A,KY,2015,Total for All NAICS,,,25392.0,2575.0,3247.0,2806.0,9626.0
A,KY,2016,Total for All NAICS,,,27301.0,2612.0,3167.0,2693.0,9954.0
A,KY,2017,Total for All NAICS,,,30743.0,2646.0,3151.0,2686.0,10257.0
A,KY,2018,Total for All NAICS,,,33937.0,2611.0,,2737.0,10529.0
A,KY,2019,Total for All NAICS,,,33113.0,2915.0,,,11087.0
A,KY,2020,Total for All NAICS,,,37428.0,2390.0,,,11301.0
A,KY,2021,Total for All NAICS,,,47227.0,2809.0,,,14393.0
A,LA,2005,Total for All NAICS,,,36421.0,6792.0,5427.0,4782.0,17378.0
A,LA,2006,Total for All NAICS,,,41300.0,8154.0,5678.0,4939.0,19893.0
A,LA,2007,Total for All NAICS,,,39865.0,6834.0,4929.0,4301.0,18466.0
A,LA,2008,Total for All NAICS,,,38571.0,4223.0,4180.0,3634.0,15183.0
A,LA,2009,Total for All NAICS,,,36824.0,3862.0,3784.0,3263.0,14061.0
A,LA,2010,Total for All NAICS,,,39909.0,3854.0,3853.0,3262.0,14767.0
A,LA,2011,Total for All NAICS,,,40533.0,3488.0,3993.0,3407.0,15016.0
A,LA,2012,Total for All NAICS,,,39346.0,3029.0,3780.0,3181.0,13913.0
A,LA,2013,Total for All NAICS,,,39235.0,2840.0,3700.0,3133.0,13779.0
A,LA,2014,Total for All NAICS,,,39210.0,2773.0,3743.0,3148.0,13383.0
A,LA,2015,Total for All NAICS,,,44899.0,2884.0,3753.0,3107.0,15090.0
A,LA,2016,Total for All NAICS,,,49760.0,2914.0,3555.0,2955.0,15929.0
A,LA,2017,Total for All NAICS,,,52779.0,3052.0,3769.0,3089.0,16202.0
A,LA,2018,Total for All NAICS,,,54358.0,2941.0,,3028.0,16068.0
A,LA,2019,Total for All NAICS,,,54181.0,2796.0,,,15197.0
A,LA,2020,Total for All NAICS,,,84616.0,3220.0,,,21927.0
A,LA,2021,Total for All NAICS,,,100146.0,3368.0,,,26412.0
A,MA,2005,Total for All NAICS,,,47262.0,13026.0,9238.0,8238.0,25841.0
A,MA,2006,Total for All NAICS,,,48425.0,12738.0,8244.0,7312.0,25090.0
A,MA,2007,Total for All NAICS,,,46852.0,12222.0,7512.0,6691.0,23865.0
A,MA,2008,Total for All NAICS,,,43214.0,10427.0,6525.0,5708.0,19968.0
A,MA,2009,Total for All NAICS,,,43668.0,9915.0,6269.0,5461.0,19467.0
